Pressure,NLoading,PRel,Loading_kgkg
0.0,0,0.0,0.0
153.13333333333333,94.69525779366556,0.03333333333333333,0.04113905921091835
306.26666666666665,146.0626093150903,0.06666666666666667,0.06345490231630886
459.4,175.73121949551572,0.09999999999999999,0.07634402410926756
612.5333333333333,191.00341050974737,0.13333333333333333,0.08297881855466542
765.6666666666666,200.5200542882157,0.16666666666666666,0.08711319424583985
918.8,207.23891826175483,0.19999999999999998,0.09003211277753449
1071.9333333333334,212.35149035670923,0.23333333333333334,0.09225319977845596
1225.0666666666666,216.43690596645055,0.26666666666666666,0.09402805269703159
1378.1999999999998,219.81546634860686,0.29999999999999993,0.09549582203255674
1531.3333333333333,222.68115834694575,0.3333333333333333,0.09674078271534824
1684.4666666666667,225.1595892742008,0.3666666666666667,0.097817503123974
1837.6,227.3363596523521,0.39999999999999997,0.09876317123409692
1990.7333333333331,229.27220877816788,0.4333333333333333,0.09960417440221615
2143.866666666667,231.01165988687924,0.4666666666666667,0.10035985513874994
2297.0,232.5882187220711,0.5,0.10104476955560253
2450.133333333333,234.02762211198294,0.5333333333333333,0.10167009866569383
2603.2666666666664,235.3499200295944,0.5666666666666667,0.1022445529054787
2756.3999999999996,236.57083235167292,0.5999999999999999,0.10277496156035316
2909.5333333333333,237.70265330445253,0.6333333333333333,0.10326666568870575
3062.6666666666665,238.75488918117352,0.6666666666666666,0.10372379516957796
3215.7999999999997,239.73475979595844,0.7,0.10414948655244012
3368.9333333333334,240.6476478336273,0.7333333333333334,0.10454607827107115
3522.0666666666666,241.49753633917186,0.7666666666666666,0.10491530070487518
3675.2,242.2874368955985,0.7999999999999999,0.10525846219488748
3828.333333333333,243.01978630594442,0.8333333333333333,0.10557662137684935
3981.4666666666662,243.69678146510827,0.8666666666666666,0.10587073266169354
4134.599999999999,244.3206286037508,0.8999999999999999,0.1061417545161469
4287.733333333334,244.89369788939155,0.9333333333333333,0.1063907166270617
4440.866666666667,245.41859014289767,0.9666666666666667,0.10661874888548158
4594.0,245.8981338388835,1.0,0.10682708008350597
9188.0,250.64559791590452,2.0,0.10888955090112425
13782.0,251.3125968334789,3.0,0.10917931945556972
18376.0,251.54496418114618,4.0,0.10928026827071734
22970.0,251.66089340110184,5.0,0.10933063213428507
27564.0,251.7300127876481,6.0,0.10936066010613921
32158.0,251.7758218146375,7.0,0.10938056121119578
36752.0,251.80838174491282,8.0,0.10939470642744746
41346.0,251.83270285612463,9.0,0.1094052724014733
45940.0,251.85155591766883,10.0,0.10941346285613011
50534.0,251.86659612679088,11.0,0.10941999686921622
55128.0,251.8788726053073,12.0,0.10942533021735165
59722.0,251.88908228385787,13.0,0.10942976567251808
64316.0,251.89770612906287,14.0,0.1094335121840835
68910.0,251.90508672331714,15.0,0.10943671858228245
73504.0,251.91147466414688,16.0,0.10943949373578171
78098.0,251.91705747802078,17.0,0.10944191911289006
82692.0,251.9219782782914,18.0,0.10944405688724555
87286.0,251.92634817265383,19.0,0.10944595532806625
91880.0,251.93025473291092,20.0,0.10944765247972381
